"","1","2","3","4","5","6","7","8","9","10","11"
"2202","COL","OAK","OAK","SDN","SEA","SEA","","","","",""
"2203","KCA","KCA","MIL","MIL","MIL","SFN","","","","",""
"2204","SEA","SEA","SEA","SEA","TOR","TOR","","","","",""
"2205","NYN","","","","","","","","","",""
"2206","TEX","TEX","OAK","OAK","","","","","","",""
"2207","DET","DET","DET","TBA","TBA","TBA","","","","",""
"2208","TBA","","","","","","","","","",""
"2209","TOR","TOR","PIT","PIT","PIT","BAL","PIT","","","",""
"2210","CHA","","","","","","","","","",""
"2211","CHN","TEX","","","","","","","","",""
"2212","BAL","TEX","BOS","ATL","","","","","","",""
"2213","PIT","HOU","BAL","","","","","","","",""
"2214","BAL","CHN","SLN","SLN","","","","","","",""
"2215","OAK","OAK","OAK","OAK","OAK","","","","","",""
"2216","MIA","MIA","MIA","MIA","NYA","","","","","",""
"2217","WAS","WAS","MIA","","","","","","","",""
"2218","NYA","SDN","SDN","SDN","","","","","","",""
"2219","CHN","CHN","CHN","","","","","","","",""
"2220","SDN","TBA","","","","","","","","",""
"2221","WAS","WAS","","","","","","","","",""
"2222","CIN","","","","","","","","","",""
"2223","TBA","","","","","","","","","",""
"2224","CHN","CHN","CHN","NYA","NYA","","","","","",""
"2225","KCA","TEX","TEX","DET","DET","PIT","KCA","","","",""
"2226","NYA","NYA","WAS","WAS","CHN","","","","","",""
"2227","HOU","","","","","","","","","",""
"2228","CHN","CHN","TEX","TEX","TEX","OAK","CHA","LAA","","",""
"2229","CLE","","","","","","","","","",""
"2230","CIN","CIN","","","","","","","","",""
"2231","WAS","TBA","TBA","","","","","","","",""
"2232","MIN","MIN","WAS","WAS","WAS","SFN","","","","",""
"2233","SDN","SDN","SDN","","","","","","","",""
"2234","BOS","BOS","","","","","","","","",""
"2235","SDN","SDN","","","","","","","","",""
"2236","COL","","","","","","","","","",""
"2237","HOU","HOU","HOU","","","","","","","",""
"2238","ARI","ARI","","","","","","","","",""
"2239","WAS","","","","","","","","","",""
"2240","PIT","","","","","","","","","",""
"2241","WAS","WAS","WAS","WAS","WAS","","","","","",""
"2242","LAA","","","","","","","","","",""
"2243","SLN","","","","","","","","","",""
"2244","FLO","MIA","MIA","MIA","MIA","MIA","","","","",""
"2245","HOU","HOU","HOU","HOU","","","","","","",""
"2246","SDN","SDN","SDN","SDN","MIN","NYN","","","","",""
"2247","CIN","","","","","","","","","",""
"2248","MIL","","","","","","","","","",""
"2249","CHN","","","","","","","","","",""
"2250","LAN","","","","","","","","","",""
"2251","SFN","NYA","NYA","PIT","PIT","PIT","","","","",""
"2252","COL","CHN","LAA","","","","","","","",""
"2253","TOR","CHA","CHA","BOS","","","","","","",""
"2254","NYN","MIL","BAL","BAL","","","","","","",""
"2255","ARI","ARI","","","","","","","","",""
"2256","WAS","WAS","WAS","WAS","WAS","TOR","SEA","","","",""
"2257","HOU","TOR","","","","","","","","",""
"2258","COL","","","","","","","","","",""
"2259","KCA","","","","","","","","","",""
"2260","OAK","OAK","OAK","CHN","HOU","CIN","","","","",""
"2261","WAS","WAS","WAS","WAS","WAS","WAS","","","","",""
"2262","SFN","","","","","","","","","",""
"2263","TEX","","","","","","","","","",""
"2264","COL","SDN","SDN","SDN","LAA","LAA","LAA","","","",""
"2265","SFN","SFN","SFN","","","","","","","",""
"2266","LAN","","","","","","","","","",""
"2267","TOR","TOR","TOR","","","","","","","",""
"2268","TEX","BAL","BAL","BAL","CHN","CHN","CHN","CHN","","",""
"2269","CIN","CIN","CLE","COL","COL","TEX","ATL","TEX","BAL","",""
"2270","COL","CHA","SDN","SDN","SDN","ATL","","","","",""
"2271","PHI","","","","","","","","","",""
"2272","TBA","","","","","","","","","",""
"2273","PHI","PHI","PHI","","","","","","","",""
"2274","SFN","","","","","","","","","",""
"2275","DET","CIN","CIN","","","","","","","",""
"2276","SEA","SEA","SEA","SEA","","","","","","",""
"2277","SDN","","","","","","","","","",""
"2278","SFN","SFN","CHA","LAN","OAK","","","","","",""
"2279","SFN","SFN","MIL","","","","","","","",""
"2280","PHI","","","","","","","","","",""
"2281","MIL","","","","","","","","","",""
"2282","BOS","TBA","PIT","","","","","","","",""
"2283","SEA","SEA","NYA","NYA","NYA","MIA","MIA","","","",""
"2284","OAK","OAK","WAS","WAS","OAK","MIN","MIN","MIN","","",""
"2285","ATL","","","","","","","","","",""
"2286","MIN","MIN","MIN","MIN","CLE","NYA","","","","",""
"2287","PHI","","","","","","","","","",""
"2288","OAK","BOS","CHN","CHN","","","","","","",""
"2289","BOS","BOS","","","","","","","","",""
"2290","NYA","NYA","CLE","CLE","CLE","ATL","","","","",""
"2291","NYN","NYN","","","","","","","","",""
"2292","CHN","CHN","CHN","","","","","","","",""
"2293","PIT","PIT","PIT","PIT","PIT","","","","","",""
"2294","PIT","","","","","","","","","",""
"2295","LAA","LAA","PIT","CHN","","","","","","",""
"2296","CLE","","","","","","","","","",""
"2297","SLN","TOR","","","","","","","","",""
"2298","SFN","","","","","","","","","",""
"2299","NYA","NYA","NYA","","","","","","","",""
"2300","COL","","","","","","","","","",""
"2301","SLN","","","","","","","","","",""
"2302","TEX","TEX","","","","","","","","",""
"2303","BAL","","","","","","","","","",""
"2304","SLN","","","","","","","","","",""
"2305","LAA","","","","","","","","","",""
"2306","SEA","SEA","SEA","LAN","","","","","","",""
"2307","OAK","OAK","OAK","CHA","","","","","","",""
"2308","WAS","WAS","WAS","","","","","","","",""
"2309","BOS","BOS","BOS","BOS","BOS","BOS","","","","",""
"2310","KCA","KCA","KCA","TBA","","","","","","",""
"2311","TEX","BAL","BAL","NYN","CHN","","","","","",""
"2312","CHA","TOR","","","","","","","","",""
"2313","ATL","ATL","ATL","ATL","ATL","ATL","","","","",""
"2314","NYA","NYA","NYA","NYA","NYA","NYA","","","","",""
"2315","SFN","KCA","","","","","","","","",""
"2316","NYN","NYN","NYN","NYN","NYN","SLN","SFN","","","",""
"2317","KCA","","","","","","","","","",""
"2318","SDN","SDN","CHA","","","","","","","",""
"2319","TEX","TEX","MIA","MIA","","","","","","",""
"2320","TOR","TOR","","","","","","","","",""
"2321","TEX","TEX","LAN","","","","","","","",""
"2322","ATL","ATL","ATL","","","","","","","",""
"2323","KCA","","","","","","","","","",""
"2324","TOR","TOR","SEA","","","","","","","",""
"2325","LAN","","","","","","","","","",""
"2326","SDN","SDN","SDN","ARI","ARI","LAA","HOU","","","",""
"2327","NYN","SDN","SDN","SDN","SDN","","","","","",""
"2328","SLN","SFN","","","","","","","","",""
"2329","MIN","MIN","MIN","","","","","","","",""
"2330","NYN","NYN","TOR","TOR","TOR","TOR","","","","",""
"2331","DET","","","","","","","","","",""
"2332","DET","MIN","MIN","","","","","","","",""
"2333","ATL","ATL","LAN","","","","","","","",""
"2334","BOS","NYA","","","","","","","","",""
"2335","MIN","CLE","PHI","BAL","","","","","","",""
"2336","PIT","MIN","MIN","","","","","","","",""
"2337","CIN","","","","","","","","","",""
"2338","PHI","","","","","","","","","",""
"2339","TBA","","","","","","","","","",""
"2340","LAA","LAA","OAK","","","","","","","",""
"2341","CHA","","","","","","","","","",""
"2342","CHA","LAN","","","","","","","","",""
"2343","CHA","CHA","CHA","BOS","NYA","WAS","WAS","SDN","","",""
"2344","MIL","MIL","MIL","MIL","MIL","","","","","",""
"2345","FLO","","","","","","","","","",""
"2346","BAL","BAL","BAL","BAL","BAL","BAL","","","","",""
"2347","CHA","","","","","","","","","",""
"2348","TEX","","","","","","","","","",""
"2349","MIN","","","","","","","","","",""
"2350","LAN","","","","","","","","","",""
"2351","LAN","LAN","TEX","TEX","TEX","","","","","",""
"2352","BAL","TOR","TOR","","","","","","","",""
"2353","BAL","","","","","","","","","",""
"2354","ARI","ARI","","","","","","","","",""
"2355","TEX","","","","","","","","","",""
"2356","CLE","CLE","CLE","CLE","CLE","CLE","","","","",""
"2357","SFN","SFN","","","","","","","","",""
"2358","MIN","MIN","MIN","MIN","","","","","","",""
"2359","PIT","","","","","","","","","",""
"2360","TBA","TBA","SDN","NYN","","","","","","",""
"2361","SFN","NYN","SFN","","","","","","","",""
"2362","COL","NYN","NYN","NYN","MIL","","","","","",""
"2363","SDN","","","","","","","","","",""
"2364","LAN","NYA","","","","","","","","",""
"2365","TEX","TEX","TOR","MIL","COL","","","","","",""
"2366","MIN","","","","","","","","","",""
"2367","NYN","NYN","","","","","","","","",""
"2368","HOU","","","","","","","","","",""
"2369","WAS","WAS","","","","","","","","",""
"2370","NYA","","","","","","","","","",""
"2371","TOR","TOR","","","","","","","","",""
"2372","KCA","TEX","LAN","","","","","","","",""
"2373","WAS","WAS","WAS","","","","","","","",""
"2374","OAK","","","","","","","","","",""
"2375","SEA","SEA","LAN","","","","","","","",""
"2376","LAN","CHA","","","","","","","","",""
"2377","HOU","LAA","LAA","","","","","","","",""
"2378","LAA","LAA","LAA","LAA","LAA","LAA","","","","",""
"2379","LAA","LAA","LAA","ARI","ARI","SEA","BAL","","","",""
"2380","LAN","LAN","","","","","","","","",""
"2381","HOU","HOU","","","","","","","","",""
"2382","TEX","","","","","","","","","",""
"2383","DET","ATL","","","","","","","","",""
"2384","SLN","SLN","SLN","","","","","","","",""
"2385","COL","COL","COL","COL","COL","TOR","TOR","","","",""
"2386","DET","DET","MIA","MIA","MIA","CHN","CHA","","","",""
"2387","NYN","NYN","NYN","LAN","LAN","LAN","","","","",""
"2388","WAS","WAS","","","","","","","","",""
"2389","BAL","TEX","TEX","BOS","BOS","BOS","BOS","","","",""
"2390","ATL","ATL","ATL","ATL","SFN","WAS","","","","",""
"2391","TBA","TBA","ATL","ATL","SDN","SDN","TOR","","","",""
"2392","ARI","ARI","ATL","ATL","SDN","DET","","","","",""
"2393","MIA","MIA","","","","","","","","",""
"2394","LAN","","","","","","","","","",""
"2395","LAN","LAN","LAN","LAN","LAN","ATL","NYN","CLE","","",""
"2396","BAL","BAL","","","","","","","","",""
"2397","CLE","","","","","","","","","",""
"2398","PHI","PHI","PHI","PHI","PHI","LAN","LAN","","","",""
"2399","CIN","MIA","CHN","","","","","","","",""
"2400","COL","","","","","","","","","",""
"2401","CLE","CHN","CHN","CHN","HOU","HOU","","","","",""
"2402","HOU","HOU","","","","","","","","",""
"2403","NYN","NYN","MIA","MIA","","","","","","",""
"2404","DET","LAA","","","","","","","","",""
"2405","ATL","CLE","CHN","BAL","","","","","","",""
"2406","TEX","","","","","","","","","",""
"2407","SLN","NYA","PHI","PHI","HOU","","","","","",""
"2408","PHI","CIN","","","","","","","","",""
"2409","MIN","MIN","BOS","BAL","KCA","TOR","TOR","OAK","OAK","",""
"2410","DET","DET","DET","NYN","","","","","","",""
"2411","BAL","PIT","","","","","","","","",""
"2412","LAN","LAN","LAN","LAN","LAN","","","","","",""
"2413","SDN","","","","","","","","","",""
"2414","SEA","SEA","LAA","KCA","KCA","KCA","","","","",""
"2415","MIN","MIN","MIN","","","","","","","",""
"2416","BOS","","","","","","","","","",""
"2417","ATL","ATL","ATL","ATL","BOS","","","","","",""
"2418","SEA","","","","","","","","","",""
"2419","ARI","MIN","","","","","","","","",""
"2420","BOS","BOS","","","","","","","","",""
"2421","FLO","","","","","","","","","",""
"2422","CHA","CHA","CHA","ATL","","","","","","",""
"2423","HOU","PHI","","","","","","","","",""
"2424","LAA","MIA","MIA","","","","","","","",""
"2425","LAN","","","","","","","","","",""
"2426","SDN","SDN","SDN","SDN","SDN","TEX","LAN","","","",""
"2427","OAK","TOR","SEA","","","","","","","",""
"2428","ATL","ATL","","","","","","","","",""
"2429","KCA","KCA","KCA","KCA","","","","","","",""
"2430","PIT","MIL","HOU","DET","CHN","HOU","","","","",""
"2431","KCA","","","","","","","","","",""
"2432","DET","DET","DET","","","","","","","",""
"2433","DET","DET","DET","DET","DET","DET","","","","",""
"2434","TEX","NYN","NYN","","","","","","","",""
"2435","CHA","CHA","CHA","CHA","","","","","","",""
"2436","PHI","PHI","LAN","BOS","BOS","BOS","LAA","","","",""
"2437","DET","DET","DET","BOS","","","","","","",""
"2438","TOR","TOR","CHN","CHN","SLN","SDN","","","","",""
"2439","FLO","","","","","","","","","",""
"2440","HOU","HOU","HOU","MIL","","","","","","",""
"2441","CIN","CIN","CIN","CIN","","","","","","",""
"2442","SDN","SDN","SDN","SDN","SEA","","","","","",""
"2443","BAL","","","","","","","","","",""
"2444","CHN","","","","","","","","","",""
"2445","ATL","CHN","ATL","ATL","","","","","","",""
"2446","CHA","TOR","","","","","","","","",""
"2447","SEA","","","","","","","","","",""
"2448","SFN","SFN","SFN","SFN","SFN","PIT","","","","",""
"2449","TBA","OAK","OAK","OAK","OAK","","","","","",""
"2450","CIN","SDN","SDN","LAN","PIT","KCA","KCA","","","",""
"2451","FLO","CHN","COL","PIT","","","","","","",""
"2452","CIN","CIN","CIN","CIN","CIN","CIN","","","","",""
"2453","SLN","SLN","SLN","SLN","","","","","","",""
"2454","CHN","CHN","","","","","","","","",""
"2455","NYA","NYA","","","","","","","","",""
"2456","OAK","TOR","TOR","","","","","","","",""
"2457","MIL","ARI","","","","","","","","",""
"2458","SLN","SLN","SLN","SLN","SLN","","","","","",""
"2459","BOS","","","","","","","","","",""
"2460","LAA","LAA","ATL","ATL","SLN","","","","","",""
"2461","MIN","MIN","","","","","","","","",""
"2462","CIN","CIN","","","","","","","","",""
"2463","BAL","BAL","","","","","","","","",""
"2464","PIT","PIT","PIT","PIT","PIT","NYN","","","","",""
"2465","SEA","SEA","SEA","SEA","","","","","","",""
"2466","HOU","HOU","HOU","SDN","SDN","","","","","",""
"2467","LAN","LAN","LAA","","","","","","","",""
"2468","MIL","","","","","","","","","",""
"2469","SLN","TOR","MIN","MIN","","","","","","",""
"2470","WAS","WAS","CLE","CLE","LAN","","","","","",""
"2471","WAS","WAS","TOR","KCA","","","","","","",""
"2472","MIL","","","","","","","","","",""
"2473","NYA","NYA","NYA","NYA","CHN","NYA","","","","",""
"2474","CHN","CHN","","","","","","","","",""
"2475","PIT","PIT","PIT","PIT","PIT","PIT","","","","",""
"2476","LAA","LAA","LAA","LAA","LAA","LAA","","","","",""
"2477","SLN","","","","","","","","","",""
"2478","CHA","CHA","CHA","CHA","","","","","","",""
"2479","FLO","MIA","MIA","BAL","CLE","TBA","","","","",""
"2480","ATL","ATL","","","","","","","","",""
"2481","DET","SDN","TOR","","","","","","","",""
"2482","BOS","BOS","ARI","","","","","","","",""
"2483","OAK","OAK","OAK","BAL","BOS","BOS","SDN","","","",""
"2484","MIL","MIL","MIL","MIL","SEA","ARI","","","","",""
"2485","BOS","HOU","","","","","","","","",""
"2486","DET","","","","","","","","","",""
"2487","PIT","","","","","","","","","",""
"2488","DET","SEA","SEA","OAK","CHA","PHI","","","","",""
"2489","SDN","","","","","","","","","",""
"2490","CHN","CHN","","","","","","","","",""
"2491","LAA","LAA","NYA","","","","","","","",""
"2492","OAK","","","","","","","","","",""
"2493","OAK","","","","","","","","","",""
"2494","SDN","","","","","","","","","",""
"2495","WAS","WAS","WAS","WAS","WAS","WAS","","","","",""
"2496","SLN","SLN","SLN","","","","","","","",""
"2497","TEX","LAN","","","","","","","","",""
"2498","ATL","","","","","","","","","",""
"2499","BOS","CLE","","","","","","","","",""
"2500","ARI","COL","COL","","","","","","","",""
"2501","NYN","NYN","","","","","","","","",""
"2502","NYA","","","","","","","","","",""
"2503","NYA","DET","","","","","","","","",""
"2504","CLE","COL","COL","","","","","","","",""
"2505","SFN","SFN","CHN","","","","","","","",""
"2506","HOU","","","","","","","","","",""
"2507","NYA","NYA","TBA","","","","","","","",""
"2508","SDN","SDN","LAN","SEA","","","","","","",""
"2509","BAL","BAL","BAL","BAL","BAL","BAL","","","","",""
"2510","COL","PHI","SLN","","","","","","","",""
"2511","SEA","SEA","SEA","SEA","SEA","TEX","SEA","","","",""
"2512","DET","DET","LAA","","","","","","","",""
"2513","CHA","MIL","","","","","","","","",""
"2514","CIN","","","","","","","","","",""
"2515","COL","SFN","","","","","","","","",""
"2516","LAA","LAA","LAA","HOU","TEX","PHI","PHI","SLN","","",""
"2517","OAK","MIN","MIN","MIN","KCA","","","","","",""
"2518","NYA","NYA","","","","","","","","",""
"2519","SFN","SFN","","","","","","","","",""
"2520","BOS","","","","","","","","","",""
"2521","LAA","","","","","","","","","",""
"2522","PIT","","","","","","","","","",""
"2523","BOS","BOS","DET","DET","","","","","","",""
"2524","LAA","LAA","ARI","TBA","TEX","DET","TEX","TBA","","",""
"2525","SFN","SFN","LAN","LAN","","","","","","",""
"2526","TEX","LAA","LAA","LAA","LAA","","","","","",""
"2527","SEA","ATL","ATL","","","","","","","",""
"2528","ARI","MIL","ARI","TEX","DET","","","","","",""
"2529","PIT","PIT","PIT","NYA","DET","","","","","",""
"2530","SEA","","","","","","","","","",""
"2531","BAL","BAL","","","","","","","","",""
"2532","MIN","","","","","","","","","",""
"2533","ATL","ATL","","","","","","","","",""
"2534","FLO","TOR","NYA","CHA","CHA","","","","","",""
"2535","ATL","ATL","","","","","","","","",""
"2536","LAN","LAN","ATL","","","","","","","",""
"2537","MIA","","","","","","","","","",""
"2538","HOU","","","","","","","","","",""
"2539","MIL","MIL","BAL","MIA","DET","","","","","",""
"2540","TEX","","","","","","","","","",""
"2541","COL","","","","","","","","","",""
"2542","SLN","SLN","SLN","SLN","","","","","","",""
"2543","ATL","ATL","ATL","LAN","LAN","","","","","",""
"2544","KCA","CLE","CLE","CIN","","","","","","",""
"2545","LAA","PIT","","","","","","","","",""
"2546","CHN","CHN","","","","","","","","",""
"2547","PIT","","","","","","","","","",""
"2548","CIN","CHN","CHN","CHN","CHN","CHN","","","","",""
"2549","TOR","","","","","","","","","",""
"2550","MIL","MIL","MIL","","","","","","","",""
"2551","BOS","BOS","","","","","","","","",""
"2552","PHI","PHI","MIN","PIT","PIT","BAL","","","","",""
"2553","BAL","","","","","","","","","",""
"2554","DET","DET","DET","DET","HOU","","","","","",""
"2555","NYN","NYN","NYN","NYN","NYN","NYN","","","","",""
"2556","CIN","LAA","","","","","","","","",""
"2557","SEA","LAN","TBA","LAN","","","","","","",""
"2558","BAL","BAL","","","","","","","","",""
"2559","BOS","BOS","BOS","BOS","","","","","","",""
"2560","HOU","HOU","HOU","TBA","CHN","BAL","LAA","","","",""
"2561","OAK","","","","","","","","","",""
"2562","TBA","TBA","NYA","","","","","","","",""
"2563","MIA","MIA","MIA","MIA","","","","","","",""
"2564","NYN","","","","","","","","","",""
"2565","CHA","","","","","","","","","",""
"2566","COL","COL","COL","","","","","","","",""
"2567","BOS","BOS","CHA","NYA","","","","","","",""
"2568","NYN","NYN","SEA","KCA","KCA","","","","","",""
"2569","ARI","ARI","OAK","NYN","NYA","NYA","BOS","","","",""
"2570","MIN","DET","DET","PHI","TBA","BAL","BAL","","","",""
"2571","COL","COL","COL","NYN","NYN","ATL","NYN","NYA","","",""
"2572","ATL","DET","","","","","","","","",""
"2573","ATL","","","","","","","","","",""
"2574","TEX","TEX","PHI","LAN","","","","","","",""
"2575","PHI","ARI","PIT","NYA","","","","","","",""
"2576","CHN","MIA","","","","","","","","",""
"2577","CHN","","","","","","","","","",""
"2578","HOU","HOU","","","","","","","","",""
"2579","OAK","ARI","ARI","ARI","ARI","ARI","ARI","BOS","","",""
"2580","WAS","WAS","WAS","WAS","WAS","DET","","","","",""
"2581","WAS","WAS","WAS","WAS","WAS","WAS","","","","",""
"2582","SFN","SFN","SFN","OAK","","","","","","",""
"2583","TBA","TBA","TBA","TBA","OAK","KCA","CHN","","","",""
"2584","SEA","SEA","SEA","SEA","","","","","","",""
"2585","SEA","SEA","","","","","","","","",""
